time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2003-12-22T08:21:41.700Z,38.735,16.175,5,2.8,md,5,151.8,,,us,usp000cfsj,2014-11-07T01:20:47.739Z,"2 km SSW of Pizzo, Italy",earthquake,,,,,reviewed,rom,rom
2003-12-20T02:57:39.300Z,37.703,15.219,5,2.5,md,7,118.6,,,us,usp000cfmk,2014-11-07T01:20:47.249Z,"3 km ENE of Carruba, Italy",earthquake,,,,,reviewed,rom,rom
2003-12-19T05:16:44.500Z,38.544,15.725,79,2.6,md,6,150.9,,,us,usp000cfhx,2014-11-07T01:20:46.827Z,"14 km SW of San Nicolò, Italy",earthquake,,,,,reviewed,rom,rom
2003-12-19T01:10:21.700Z,38.145,15.199,10,2.5,md,5,132.2,,,us,usp000cfhk,2014-11-07T01:20:46.803Z,"1 km WSW of Barcellona Pozzo di Gotto, Italy",earthquake,,,,,reviewed,rom,rom
2003-12-10T06:38:04.800Z,37.612,16.432,41.2,2.6,md,7,235.3,,,us,usp000cexw,2014-11-07T01:20:43.875Z,"48 km SE of Weather Station, Italy",earthquake,,,,,reviewed,rom,rom
2003-12-02T04:59:18.400Z,38.191,15.18,141.2,3,md,23,78.2,,,us,usp000ceb0,2014-11-07T01:20:39.031Z,"5 km NNW of Barcellona Pozzo di Gotto, Italy",earthquake,,,,,reviewed,rom,rom
2003-11-27T01:01:46.400Z,38.015,14.838,5.6,2.8,md,13,91.6,,,us,usp000cdyy,2014-11-07T01:20:33.917Z,"2 km SE of Tortorici, Italy",earthquake,,,,,reviewed,rom,rom
2003-11-22T04:03:51.000Z,38.575,15.862,185.6,2.8,md,12,144.4,,,us,usp000cdmv,2014-11-07T01:20:32.422Z,"3 km WSW of Joppolo, Italy",earthquake,,,,,reviewed,rom,rom
2003-11-18T06:08:43.100Z,39.173,16.41,5,3.5,ml,32,82,,,us,usp000cd8x,2014-11-07T01:20:30.912Z,"1 km N of Parenti, Italy",earthquake,,,,,reviewed,rom,rom
2003-11-10T18:46:06.800Z,38.681,14.109,10,2.7,md,4,189.1,,,us,usp000ccjk,2014-11-07T01:20:27.062Z,"63 km WNW of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2003-11-08T00:09:24.800Z,38.335,15.689,37.6,2.7,md,16,82.7,,,us,usp000ccay,2014-11-07T01:20:25.680Z,"9 km NNW of Scilla, Italy",earthquake,,,,,reviewed,rom,rom
2003-11-05T21:46:09.400Z,38.507,14.641,5,2.5,md,4,206.1,,,us,usp000cc5d,2014-11-07T01:20:25.004Z,"16 km WSW of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2003-11-01T06:31:41.200Z,38.64,14.501,15.4,2.6,md,6,259.7,,,us,usp000cbsw,2014-11-07T01:20:20.347Z,"29 km WNW of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2003-10-29T01:00:11.500Z,39.226,15.702,5,2.9,md,9,162.2,,,us,usp000cbgy,2014-11-07T01:20:16.999Z,"31 km WSW of San Lucido, Italy",earthquake,,,,,reviewed,rom,rom
2003-10-22T12:46:56.900Z,37.66,15.188,5,2.6,md,7,116.8,,,us,usp000cb0d,2014-11-07T01:20:14.496Z,"3 km S of Carruba, Italy",earthquake,,,,,reviewed,rom,rom
